Parameters 
Historical Customer:,80, Wait:,4.0, Average Shopping:,50.0, Queue:,5,
Values:,
Queue 0 amount:,1, at 12,:30,
Queue 1 amount:,1, at 12,:30,
Queue 2 amount:,1, at 12,:30,
Queue 3 amount:,1, at 12,:30,
Queue 4 amount:,1, at 12,:30,
Queue 1 amount:,1, at 12,:32,
Queue 2 amount:,1, at 12,:32,
Queue 3 amount:,1, at 12,:32,
Queue 4 amount:,1, at 12,:32,
Queue 2 amount:,1, at 12,:34,
Queue 4 amount:,1, at 12,:34,
Queue 0 amount:,2, at 12,:36,
Queue 1 amount:,1, at 12,:36,
Queue 2 amount:,1, at 12,:36,
Queue 3 amount:,1, at 12,:36,
Queue 4 amount:,1, at 12,:36,
Queue 0 amount:,1, at 12,:38,
Queue 1 amount:,1, at 12,:38,
Queue 4 amount:,1, at 12,:38,
Queue 0 amount:,1, at 12,:40,
Queue 2 amount:,1, at 12,:40,
Queue 3 amount:,1, at 12,:40,
Queue 4 amount:,1, at 12,:40,
Queue 0 amount:,1, at 12,:42,
Queue 2 amount:,1, at 12,:42,
Queue 2 amount:,1, at 12,:44,
Queue 0 amount:,1, at 12,:46,
Queue 3 amount:,1, at 12,:46,
Queue 4 amount:,1, at 12,:46,
Queue 0 amount:,1, at 12,:48,
Queue 4 amount:,1, at 12,:48,
Queue 0 amount:,1, at 12,:50,
Queue 2 amount:,1, at 12,:50,
Queue 3 amount:,1, at 12,:50,
Queue 4 amount:,1, at 12,:50,
Queue 3 amount:,1, at 12,:52,
Queue 4 amount:,1, at 12,:52,
Queue 0 amount:,1, at 12,:56,
Queue 4 amount:,1, at 12,:56,
Queue 0 amount:,1, at 12,:58,
Queue 0 amount:, 1, at 1,:06,
Queue 0 amount:, 1, at 1,:08,
Queue 0 amount:,1, at 1,:10,
Queue 4 amount:,1, at 1,:10,
Queue 0 amount:,1, at 1,:12,
Queue 0 amount:,1, at 1,:16,
Queue 2 amount:,1, at 1,:16,
Queue 3 amount:,1, at 1,:16,
Queue 4 amount:,1, at 1,:16,
Queue 0 amount:,1, at 1,:18,
Queue 2 amount:,1, at 1,:18,
Queue 3 amount:,1, at 1,:18,
Queue 0 amount:,1, at 1,:20,
Queue 3 amount:,1, at 1,:20,
Queue 4 amount:,1, at 1,:20,
Queue 4 amount:,1, at 1,:22,
Queue 0 amount:,1, at 1,:26,
Queue 1 amount:,1, at 1,:26,
Queue 2 amount:,1, at 1,:26,
Queue 3 amount:,1, at 1,:26,
Queue 4 amount:,1, at 1,:26,
Queue 2 amount:,1, at 1,:28,
Queue 3 amount:,1, at 1,:28,
Queue 0 amount:,1, at 1,:30,
Queue 2 amount:,1, at 1,:30,
Queue 3 amount:,1, at 1,:30,
Queue 4 amount:,1, at 1,:30,
Queue 0 amount:,1, at 1,:32,
Queue 2 amount:,1, at 1,:32,
Queue 3 amount:,1, at 1,:32,
Queue 2 amount:,1, at 1,:34,
Queue 0 amount:,1, at 1,:36,
Queue 3 amount:,1, at 1,:36,
Queue 4 amount:,1, at 1,:36,
Queue 0 amount:,1, at 1,:38,
Queue 3 amount:,1, at 1,:38,
Queue 0 amount:,2, at 1,:40,
Queue 1 amount:,1, at 1,:40,
Queue 2 amount:,1, at 1,:40,
Queue 3 amount:,2, at 1,:40,
Queue 4 amount:,2, at 1,:40,
Queue 0 amount:,2, at 1,:42,
Queue 2 amount:,1, at 1,:42,
Queue 3 amount:,1, at 1,:42,
Queue 4 amount:,2, at 1,:42,
Queue 0 amount:,2, at 1,:44,
Queue 2 amount:,1, at 1,:44,
Queue 4 amount:,1, at 1,:44,
Queue 0 amount:,1, at 1,:46,
Queue 2 amount:,1, at 1,:46,
Queue 3 amount:,1, at 1,:46,
Queue 4 amount:,1, at 1,:46,
Queue 3 amount:,1, at 1,:48,
Queue 4 amount:,1, at 1,:48,
Queue 0 amount:,2, at 1,:50,
Queue 1 amount:,1, at 1,:50,
Queue 2 amount:,1, at 1,:50,
Queue 3 amount:,1, at 1,:50,
Queue 4 amount:,1, at 1,:50,
Queue 0 amount:,1, at 1,:52,
Queue 4 amount:,1, at 1,:52,
Queue 0 amount:,1, at 1,:54,
Queue 4 amount:,1, at 1,:54,
Queue 0 amount:,1, at 1,:56,
Queue 2 amount:,1, at 1,:56,
Queue 3 amount:,1, at 1,:56,
Queue 4 amount:,1, at 1,:56,
Queue 4 amount:,1, at 1,:58,
Queue 0 amount:, 1, at 2,:00,
Queue 0 amount:, 1, at 2,:06,
Queue 4 amount:, 1, at 2,:06,
Queue 0 amount:,1, at 2,:36,
Queue 4 amount:,1, at 2,:36,
Queue 0 amount:,2, at 2,:40,
Queue 1 amount:,1, at 2,:40,
Queue 2 amount:,2, at 2,:40,
Queue 3 amount:,2, at 2,:40,
Queue 4 amount:,2, at 2,:40,
Queue 0 amount:,2, at 2,:42,
Queue 1 amount:,1, at 2,:42,
Queue 2 amount:,2, at 2,:42,
Queue 3 amount:,1, at 2,:42,
Queue 4 amount:,2, at 2,:42,
Queue 0 amount:,2, at 2,:44,
Queue 1 amount:,1, at 2,:44,
Queue 2 amount:,2, at 2,:44,
Queue 4 amount:,1, at 2,:44,
Queue 0 amount:,3, at 2,:46,
Queue 1 amount:,2, at 2,:46,
Queue 2 amount:,2, at 2,:46,
Queue 3 amount:,2, at 2,:46,
Queue 4 amount:,2, at 2,:46,
Queue 0 amount:,2, at 2,:48,
Queue 1 amount:,2, at 2,:48,
